,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
1340,-121.9,38.02,12,1497,360,943,341,2.1417,INLAND
18630,-121.93,37.04,36,1522,230,677,206,5.8642,<1H OCEAN
18500,-121.55,37.37,39,759,141,252,106,3.6964,INLAND
7430,-118.21,33.95,35,2129,614,2376,618,2.0372,<1H OCEAN
10143,-117.9,33.9,19,2176,414,1002,402,4.9743,<1H OCEAN
12296,-116.88,33.93,37,1495,429,865,342,1.2188,INLAND
469,-122.29,37.87,46,1267,324,792,321,2.525,NEAR BAY
18067,-122.03,37.29,22,3118,438,1147,425,10.3653,<1H OCEAN
4058,-118.44,34.15,37,1335,286,539,279,3.2813,<1H OCEAN
9291,-122.44,38.03,13,4284,1042,2146,937,4.1289,NEAR BAY
15423,-117.26,33.2,13,3163,725,1675,629,2.8214,<1H OCEAN
4149,-118.2,34.12,41,1908,503,1557,453,2.9194,<1H OCEAN
16190,-121.29,37.96,48,1778,541,1237,462,1.3438,INLAND
15326,-117.33,33.19,15,3672,845,1827,796,2.9716,NEAR OCEAN
4922,-118.25,34,41,1768,475,1721,474,1.303,<1H OCEAN
14720,-117.02,32.8,27,2369,370,927,374,4.1162,<1H OCEAN
10706,-117.72,33.61,26,2653,621,774,584,2.49,<1H OCEAN
12603,-121.47,38.53,43,3215,725,2400,625,1.4625,INLAND
14724,-117.01,32.8,17,1042,210,650,215,3.1,<1H OCEAN
17342,-120.4,34.85,26,2384,385,1323,400,4.8185,<1H OCEAN
18173,-122.01,37.36,25,2796,429,1267,426,6.6329,<1H OCEAN
5594,-118.26,33.79,30,1291,230,835,215,5.5,<1H OCEAN
2866,-118.92,35.37,17,3589,701,1746,640,2.4919,INLAND
17482,-119.81,34.44,23,3172,588,1467,559,4.6806,NEAR OCEAN
14888,-117.08,32.62,36,1674,309,818,307,3.4773,NEAR OCEAN
11856,-120.15,39.8,19,785,151,366,140,3.0625,INLAND
13632,-117.34,34.07,46,1851,425,1100,377,2.0461,INLAND
6207,-117.9,34.06,33,1701,290,831,275,5.4469,<1H OCEAN
12953,-121.28,38.7,15,5828,1051,2868,1037,3.7813,INLAND
2162,-119.82,36.78,36,1370,289,812,282,2.6127,INLAND
1877,-119.96,38.94,27,1492,393,717,254,1.8906,INLAND
9374,-122.52,37.92,47,793,163,334,151,5.8509,NEAR BAY
19135,-122.67,38.31,28,1915,419,930,342,3.7875,<1H OCEAN
2421,-119.45,36.58,18,1425,280,753,266,3.7813,INLAND
20130,-118.92,34.4,23,1290,283,1060,279,3.3152,<1H OCEAN
12122,-117.27,33.92,13,8443,1744,4885,1470,3.0907,INLAND
19656,-120.85,37.49,42,264,72,310,70,1.4063,INLAND
17959,-121.99,37.33,35,1802,291,841,315,4.8365,<1H OCEAN
3895,-118.53,34.2,33,3270,818,2118,763,3.225,<1H OCEAN
1259,-121.63,38.04,25,2019,411,888,326,3.2619,INLAND
5737,-118.24,34.16,40,2549,591,1156,546,3.3333,<1H OCEAN
14865,-117.09,32.64,30,3171,862,2126,800,2.507,NEAR OCEAN
7399,-118.24,33.96,39,643,186,821,191,2.5729,<1H OCEAN
18484,-121.58,37.01,44,3192,565,1439,568,4.3693,INLAND
15690,-122.44,37.79,52,1979,359,648,370,5.3124,NEAR BAY
6945,-118.09,33.99,35,2787,639,1923,614,3.5757,<1H OCEAN
10475,-117.68,33.6,24,1956,262,969,256,6.8154,<1H OCEAN
9119,-118.12,34.56,5,6446,1154,3427,1104,3.9936,INLAND
16149,-122.47,37.77,52,3143,635,1350,623,3.8571,NEAR BAY
218,-122.21,37.79,34,2364,557,1517,516,2.8365,NEAR BAY
8450,-118.35,33.91,31,2583,663,1675,612,3.5234,<1H OCEAN
5205,-118.29,33.94,47,1782,338,1003,329,2.5398,<1H OCEAN
19670,-120.84,37.51,14,6337,1593,3909,1480,2.0643,INLAND
7653,-118.27,33.83,34,1124,245,717,242,3.1667,<1H OCEAN
8185,-118.1,33.79,35,2370,379,996,380,5.7368,<1H OCEAN
6492,-118.01,34.08,30,2281,522,1969,500,3.6531,INLAND
18753,-122.38,40.69,21,1774,370,875,354,1.7422,INLAND
3259,-122.9,39.23,39,1295,240,534,179,3.9519,INLAND
2939,-118.95,35.36,30,2294,508,1753,482,2.1078,INLAND
9060,-118.14,34.68,25,1703,342,775,309,4.5455,INLAND
17172,-122.26,37.38,28,1103,164,415,154,7.8633,NEAR OCEAN
7575,-118.21,33.88,38,929,166,686,183,3.4485,<1H OCEAN
2191,-120.07,36.74,19,2627,502,1295,441,3.087,INLAND
4691,-118.37,34.07,50,2519,,1117,516,4.3667,<1H OCEAN
5067,-118.3,33.99,43,1534,384,1231,329,2.5437,<1H OCEAN
7426,-118.2,33.95,35,1924,520,2101,541,2.4267,<1H OCEAN
8997,-118.34,34,44,3183,513,1183,473,5.0407,<1H OCEAN
9562,-120.62,37.35,18,874,203,572,190,1.6833,INLAND
14855,-117.07,32.65,12,4131,891,2272,840,3.4701,NEAR OCEAN
7363,-118.2,33.97,28,2474,702,2830,694,2.754,<1H OCEAN
6066,-117.87,34.04,7,27700,4179,15037,4072,6.6288,<1H OCEAN
20499,-118.71,34.3,23,1983,280,978,287,6.3199,<1H OCEAN
7221,-118.16,34.02,47,1055,298,1303,302,2.6964,<1H OCEAN
8967,-118.4,34,37,1534,258,751,259,5.444,<1H OCEAN
13838,-117.3,34.53,38,1643,489,1196,406,1.2275,INLAND
9193,-119.53,37.34,26,4047,702,571,199,2.3482,INLAND
7233,-118.14,34.01,42,1007,277,1060,268,3.0179,<1H OCEAN
10066,-120.74,39.39,18,453,117,152,77,1.3523,INLAND
17489,-119.82,34.44,28,1992,531,1622,509,2.7689,NEAR OCEAN
11198,-117.91,33.84,26,1156,393,1880,400,2.2716,<1H OCEAN
6809,-118.11,34.1,20,3090,802,2109,738,3.3801,<1H OCEAN
14714,-117.05,32.8,16,1561,378,574,350,3.0035,<1H OCEAN
10366,-117.68,33.6,19,3913,460,1646,454,7.2147,<1H OCEAN
12361,-116.48,33.84,5,5480,1371,1050,485,1.7204,INLAND
17466,-119.83,34.45,24,2168,373,934,366,5.4197,NEAR OCEAN
19014,-121.98,38.36,30,140,35,103,35,4.163,INLAND
11095,-117.88,33.84,31,3301,712,1532,682,3.7303,<1H OCEAN
7768,-118.09,33.91,14,2369,604,1546,464,3.7969,<1H OCEAN
3098,-117.67,35.65,18,2737,589,1128,533,2.8,INLAND
2736,-115.57,32.79,50,1291,277,864,274,1.6667,INLAND
12396,-116.29,33.67,12,5048,842,883,391,5.6918,INLAND
12587,-121.51,38.53,34,1613,265,631,266,4.25,INLAND
10240,-117.88,33.89,19,3583,911,2300,871,3.0214,<1H OCEAN
18090,-122.07,37.31,24,4401,698,1818,685,7.2986,<1H OCEAN
11845,-120.74,39.9,23,1017,218,387,152,2.2656,INLAND
4190,-118.22,34.11,36,2870,529,1371,565,5.2083,<1H OCEAN
16961,-122.29,37.53,41,839,190,419,215,5.012,NEAR OCEAN
15662,-122.43,37.81,39,3275,837,1137,725,3.7679,NEAR BAY
19642,-120.81,37.53,15,570,123,189,107,1.875,INLAND
1494,-122.02,37.94,19,3192,612,1317,594,4.125,NEAR BAY
5850,-118.32,34.18,49,192,41,83,38,3.0179,<1H OCEAN
5490,-118.46,33.98,19,2520,726,964,663,3.8068,<1H OCEAN
15360,-117.42,33.35,14,25135,4819,35682,4769,2.5729,<1H OCEAN
18563,-121.75,36.91,32,1461,422,1494,416,2.8056,<1H OCEAN
20628,-121.48,39.1,19,2043,421,1018,390,2.5952,INLAND
12452,-114.57,33.57,20,1454,326,624,262,1.925,INLAND
7123,-118.03,33.91,35,2323,406,1741,398,4.2437,<1H OCEAN
1980,-120.88,38.58,8,3417,604,1703,623,4.0827,INLAND
10868,-117.88,33.7,24,534,88,249,74,5.3254,<1H OCEAN
12969,-121.33,38.69,15,3137,509,1635,544,4.6923,INLAND
11799,-121.27,38.87,16,2094,358,1092,357,4.4769,INLAND
20029,-119.03,36.08,19,2736,549,1432,503,2.6944,INLAND
7100,-117.99,33.9,33,2161,383,1235,383,5.6454,<1H OCEAN
9690,-121.66,36.71,27,4131,886,2002,815,3.2929,<1H OCEAN
3504,-118.45,34.26,35,1724,311,992,315,4.8359,<1H OCEAN
19144,-122.7,38.33,26,1887,381,1060,364,3.0078,<1H OCEAN
3621,-118.45,34.24,11,9053,2193,7096,2038,3.5082,<1H OCEAN
17937,-121.94,37.34,42,2174,420,1304,464,3.1429,<1H OCEAN
10365,-117.69,33.61,16,3010,580,1649,538,4.0221,<1H OCEAN
14256,-117.11,32.71,30,1729,457,1673,460,1.7,NEAR OCEAN
12246,-116.96,33.74,19,3649,755,1717,696,2.2115,INLAND
19771,-122.17,39.92,16,1566,306,652,287,1.9038,INLAND
12741,-121.36,38.61,37,2191,394,951,362,3.8882,INLAND
11997,-117.55,33.94,30,5398,926,2672,864,4.4762,INLAND
2967,-119.12,35.33,4,8574,1489,4250,1444,5.1036,INLAND
16446,-121.29,38.15,23,4183,633,1886,628,4.8787,INLAND
10765,-117.9,33.63,32,3556,521,1381,537,6.1426,<1H OCEAN
4759,-118.34,34.04,37,1466,529,1835,500,1.7014,<1H OCEAN
6931,-118.08,34.01,33,1091,233,890,226,2.7679,<1H OCEAN
4202,-118.23,34.11,33,2612,646,2496,606,3.133,<1H OCEAN
9036,-117.78,34.58,6,10263,1864,6163,1781,3.8803,INLAND
4004,-118.61,34.15,32,4491,815,1696,749,4.9102,<1H OCEAN
5031,-118.32,33.98,46,1611,339,921,314,3.0833,<1H OCEAN
15385,-116.95,33.31,16,2921,639,1838,540,2.2393,<1H OCEAN
4185,-118.23,34.13,34,609,149,407,145,4.5766,<1H OCEAN
8697,-118.34,33.87,28,2948,566,1445,524,5.3743,<1H OCEAN
3727,-118.43,34.18,33,2717,662,1546,597,3.9099,<1H OCEAN
2220,-119.82,36.83,16,2868,376,1016,379,6.1175,INLAND
9978,-122.46,38.53,32,1735,331,785,309,3.6641,INLAND
10229,-117.93,33.86,36,931,279,778,303,2.6563,<1H OCEAN
11615,-118.06,33.8,22,1892,442,1015,404,4.1379,<1H OCEAN
10314,-117.82,33.85,21,2603,404,1350,390,6.057,<1H OCEAN
847,-122.07,37.59,15,3475,686,2568,653,4.6211,NEAR BAY
14863,-117.08,32.65,28,2296,603,1277,550,2.3562,NEAR OCEAN
3865,-118.45,34.17,33,3100,687,1388,658,4.3333,<1H OCEAN
6938,-118.09,33.99,34,1369,270,1005,272,3.692,<1H OCEAN
909,-122.01,37.55,34,2791,495,1276,468,4.9167,NEAR BAY
19728,-121.52,38.9,32,1650,313,802,284,2.9048,INLAND
13451,-117.41,34.09,21,3300,587,1896,572,3.6466,INLAND
11389,-117.98,33.64,20,1851,495,792,363,3.8187,NEAR OCEAN
16085,-122.49,37.73,37,1399,224,530,235,3.9219,NEAR OCEAN
12891,-121.35,38.65,20,2498,546,1185,506,3.2243,INLAND
15634,-122.41,37.8,52,1866,748,2957,710,1.8295,NEAR BAY
1970,-120.62,38.71,10,6305,1150,2597,921,4.0197,INLAND
900,-121.97,37.53,35,2277,420,1353,413,4.75,<1H OCEAN
8446,-118.37,33.9,35,1651,269,707,252,5.6482,<1H OCEAN
4140,-118.17,34.12,30,3376,720,1990,725,3.7813,<1H OCEAN
5438,-118.43,34.01,31,2526,528,1046,504,4.7009,<1H OCEAN
12721,-121.37,38.58,37,2839,390,1006,400,7.3343,INLAND
10855,-117.89,33.68,8,5278,1575,2389,1371,3.3409,<1H OCEAN
9777,-121.12,36.21,16,1720,473,1427,291,2.1107,<1H OCEAN
8959,-118.39,34.01,35,4424,918,2101,888,3.9688,<1H OCEAN
385,-122.29,37.9,49,1283,238,576,236,3.3333,NEAR BAY
19546,-121,37.63,31,215,62,192,66,1.75,INLAND
9183,-118.55,34.41,8,21086,3945,9936,3790,5.8602,<1H OCEAN
20461,-118.75,34.28,22,3844,537,1665,492,6.2059,<1H OCEAN
11766,-121.27,38.75,21,4812,1117,1985,1045,2.5083,INLAND
7275,-118.24,33.99,33,885,294,1270,282,2.1615,<1H OCEAN
5973,-117.77,34.12,15,4260,770,2007,695,4.4609,INLAND
8096,-118.21,33.81,45,1693,337,1255,333,3.6923,NEAR OCEAN
2181,-119.92,36.77,18,1422,243,702,230,3.6204,INLAND
12701,-121.41,38.6,16,5407,1467,2523,1265,2.0471,INLAND
3361,-120.58,40.37,16,3412,667,1873,590,2.2661,INLAND
20218,-119.24,34.28,41,1280,240,608,252,4.4038,NEAR OCEAN
9063,-118.16,34.68,9,4303,900,2240,861,3.7807,INLAND
11953,-117.45,33.93,20,5998,1320,3185,1199,3.2731,INLAND
1949,-120.86,38.75,15,1533,300,674,287,2.5625,INLAND
8165,-118.13,33.8,36,1026,182,505,176,4.3438,<1H OCEAN
9875,-121.83,36.62,33,1771,398,1037,388,2.7708,<1H OCEAN
6879,-118.1,34.07,33,3437,1081,3817,1042,2.25,<1H OCEAN
10964,-117.88,33.78,26,3141,670,1572,724,3.3472,<1H OCEAN
14467,-117.25,32.84,19,1759,214,659,195,10.7751,NEAR OCEAN
12253,-117.02,33.73,14,3700,750,1171,695,1.9476,INLAND
13863,-117.28,34.41,14,2105,396,960,396,2.9934,INLAND
12712,-121.4,38.59,18,2614,624,1181,616,2.0432,INLAND
9043,-118.12,34.68,12,5319,875,2439,779,4.6629,INLAND
8813,-118.31,33.75,34,2338,393,1031,373,6.287,NEAR OCEAN
16114,-122.5,37.74,44,2792,615,1640,579,4.0625,NEAR OCEAN
4417,-118.26,34.08,45,2174,627,1992,557,2.5428,<1H OCEAN
13779,-117.05,34.02,21,3098,646,1351,614,2.598,INLAND
20280,-119.19,34.19,35,2599,552,2726,543,3.2212,NEAR OCEAN
20509,-121.53,38.6,25,5154,1105,3196,1073,2.7566,INLAND
6167,-117.93,34.09,35,782,153,499,163,4.2062,<1H OCEAN
7348,-118.16,33.97,39,1444,447,1890,416,2.1181,<1H OCEAN
16940,-122.33,37.55,51,2565,332,870,309,9.3694,NEAR OCEAN
9798,-121.91,36.55,39,5468,834,1782,712,5.7248,NEAR OCEAN
1597,-122.11,37.89,32,2372,516,1067,492,4.3235,NEAR BAY
18917,-122.15,38.04,14,2804,587,1083,573,2.6466,NEAR BAY
15961,-122.43,37.71,52,1410,286,879,282,3.1908,NEAR BAY
15122,-116.94,32.84,32,1607,253,778,262,4.5278,<1H OCEAN
9320,-122.53,37.97,52,1560,451,700,419,2.5125,NEAR BAY
15347,-117.28,33.28,13,6131,1040,4049,940,3.8156,<1H OCEAN
14721,-117.03,32.79,26,3859,513,1469,538,5.8683,<1H OCEAN
12933,-121.23,38.66,19,3243,546,1334,515,4.8088,INLAND
14559,-117.22,32.83,34,2936,597,1512,571,3.7841,NEAR OCEAN
15484,-117.13,33.15,16,3907,671,1759,663,3.1776,<1H OCEAN
13476,-117.39,34.09,10,5736,945,3528,932,4.3958,INLAND
16208,-121.3,37.94,40,452,109,412,97,1.3417,INLAND
20191,-119.22,34.27,11,4695,955,2065,982,3.2158,NEAR OCEAN
10954,-117.88,33.76,37,2988,677,2354,666,3.4345,<1H OCEAN
16014,-122.47,37.74,52,3688,640,1605,567,4.9537,NEAR BAY
4228,-118.29,34.11,24,3696,1125,1685,1031,2.3789,<1H OCEAN
15378,-117.24,33.36,11,2786,480,1250,450,4.5,<1H OCEAN
11465,-118,33.66,16,2809,708,1260,638,3.2353,NEAR OCEAN
10809,-117.94,33.64,18,1867,426,871,399,2.6221,<1H OCEAN
14082,-117.11,32.77,52,1484,224,498,223,6.6053,NEAR OCEAN
7982,-118.18,33.87,44,2137,461,1126,439,3.4408,<1H OCEAN
8855,-118.38,34.07,48,2799,596,1235,561,4.4896,<1H OCEAN
3484,-118.54,34.28,18,5481,780,2477,764,6.7248,<1H OCEAN
8585,-118.4,33.89,36,2127,314,807,306,8.1596,<1H OCEAN
2277,-119.79,36.81,33,1461,261,494,254,4.25,INLAND
13741,-117.19,34.03,25,2513,340,900,320,6.4962,INLAND
8538,-118.36,33.89,34,760,174,723,198,5.3169,<1H OCEAN
2315,-119.69,36.86,20,1676,263,786,240,4,INLAND
11825,-120.98,38.99,17,3403,661,1540,622,3.6354,INLAND
10157,-117.97,33.91,19,8096,1318,3853,1313,6.0076,<1H OCEAN
7893,-118.07,33.87,18,3405,556,1945,509,5.7652,<1H OCEAN
2192,-119.95,36.8,30,1233,214,620,199,3.4297,INLAND
6794,-118.14,34.09,38,1745,457,1547,460,2.85,<1H OCEAN
17603,-121.88,37.29,44,2026,396,908,383,4.1406,<1H OCEAN
13953,-117.12,34.21,19,4641,994,1334,474,4.5972,INLAND
6476,-118.08,34.09,34,1823,457,1485,401,3.7222,<1H OCEAN
18705,-122.38,40.54,36,1216,240,647,228,2.6944,INLAND
12,-122.26,37.85,52,2491,474,1098,468,3.075,NEAR BAY
10428,-117.64,33.45,26,1528,,607,218,6.2871,NEAR OCEAN
16530,-121.2,37.83,18,3415,580,1912,562,4.4423,INLAND
15246,-117.31,33,30,1631,310,665,297,6.8443,NEAR OCEAN
2821,-119.03,35.4,35,2608,620,1566,583,2.1818,INLAND
14499,-117.23,32.86,15,1199,301,510,296,3.6083,NEAR OCEAN
5839,-118.32,34.2,29,2209,444,952,403,4.375,<1H OCEAN
11897,-117.37,33.96,33,3974,548,1398,528,7.2519,INLAND
6525,-118.04,34.06,39,1258,245,988,228,3.2132,<1H OCEAN
748,-122.09,37.66,39,1160,259,725,274,2.2222,NEAR BAY
12039,-117.46,33.9,10,9738,2130,4936,1840,3.3187,INLAND
4963,-118.28,34.01,34,2305,775,2450,740,1.7143,<1H OCEAN
6032,-117.72,34.07,33,4100,740,2580,730,3.7321,INLAND
17650,-121.88,37.26,25,3025,689,1755,661,3.8893,<1H OCEAN
4056,-118.44,34.15,44,1778,251,641,251,10.0549,<1H OCEAN
13455,-117.39,34.11,5,2987,457,1821,485,4.8889,INLAND
14872,-117.09,32.62,37,1538,298,867,285,3.0729,NEAR OCEAN
15012,-117.04,32.76,43,3171,665,1534,625,3.141,NEAR OCEAN
17616,-121.93,37.28,10,3163,832,1537,797,4.1674,<1H OCEAN
12560,-121.46,38.54,48,1001,205,605,175,1.8333,INLAND
18349,-122.17,37.43,24,3924,1142,7174,950,4.0972,NEAR OCEAN
13156,-121.42,36.86,41,440,106,389,94,2.6818,INLAND
13034,-121.15,38.69,52,240,44,6675,29,6.1359,INLAND
17224,-119.72,34.44,39,1489,304,700,268,3.8819,<1H OCEAN
13577,-117.28,34.13,44,2469,568,1363,517,1.8396,INLAND
3508,-118.46,34.26,36,1394,254,761,262,4.9485,<1H OCEAN
13909,-116.4,34.12,16,5648,1089,2524,1008,2.6739,INLAND
18910,-122.26,38.13,28,3072,790,1375,705,1.6368,NEAR BAY
14412,-117.23,32.78,35,1649,355,746,360,4.6293,NEAR OCEAN
18310,-122.12,37.42,35,2445,533,1187,519,5.2803,NEAR BAY
3053,-119.34,35.59,33,3240,654,1809,616,2.3934,INLAND
6699,-118.11,34.14,44,3298,615,1417,643,4.1324,<1H OCEAN
7310,-118.19,33.99,36,1273,379,1398,353,2.4516,<1H OCEAN
14859,-117.08,32.64,38,917,256,494,233,1.9241,NEAR OCEAN
9258,-120.06,36.96,44,1288,295,723,287,1.6534,INLAND
9626,-120.25,37.23,34,1656,328,1110,332,2.1845,INLAND
1859,-124.14,41.95,21,2696,578,1208,494,2.275,NEAR OCEAN
14542,-117.15,32.92,16,2969,514,1594,465,4.5221,<1H OCEAN
5403,-118.43,34.03,36,1552,388,867,352,3.6467,<1H OCEAN
39,-122.26,37.83,52,2432,715,1377,696,2.5898,NEAR BAY
2861,-118.94,35.41,10,3216,526,1539,483,6.3639,INLAND
6081,-117.87,34.1,25,2208,477,1084,424,3.775,<1H OCEAN
10330,-117.76,33.83,15,3086,457,1262,436,6.4415,<1H OCEAN
19055,-121.73,38.13,40,1266,257,547,247,3.0288,INLAND
7509,-118.27,33.91,32,2238,471,1292,467,1.1705,<1H OCEAN
2949,-119,35.35,31,2931,716,1969,588,2.2155,INLAND
8755,-118.36,33.81,25,9042,2022,4458,1944,4.5592,<1H OCEAN
377,-122.16,37.75,35,667,140,406,133,3.8047,NEAR BAY
18617,-122.04,37.04,17,4977,994,1987,947,3.8854,NEAR OCEAN
20301,-119.2,34.15,27,2076,681,1904,647,1.4773,NEAR OCEAN
2251,-119.81,36.8,38,2252,325,777,314,6.1575,INLAND
15457,-117.28,33.18,14,676,118,384,126,6.2096,NEAR OCEAN
17419,-120.47,34.65,31,1438,320,816,270,2.4583,NEAR OCEAN
2278,-119.77,36.79,34,2679,460,1141,470,3.2642,INLAND
19830,-119.38,36.55,31,2342,439,1411,465,3.017,INLAND
1327,-121.9,38.02,5,1560,369,1037,372,3.6154,INLAND
6078,-117.86,34.09,29,3855,585,2205,609,5.5496,<1H OCEAN
8414,-118.35,33.94,42,1028,278,1369,261,3.3125,<1H OCEAN
13680,-117.24,34.06,9,3603,786,1782,718,3.2604,INLAND
17093,-122.23,37.48,38,1578,399,879,388,2.7969,NEAR OCEAN
293,-122.16,37.77,39,1583,349,857,316,3.0958,NEAR BAY
7369,-118.21,33.97,52,4220,908,3731,892,3.1901,<1H OCEAN
7454,-118.17,33.92,43,2099,398,1276,387,3.1528,<1H OCEAN
11556,-117.99,33.73,17,5239,1045,2440,985,4.375,<1H OCEAN
18149,-122.03,37.34,17,1165,278,598,287,4.0129,<1H OCEAN
3414,-118.38,34.27,8,3248,847,2608,731,2.8214,<1H OCEAN
789,-122.1,37.63,29,2172,435,1377,408,3.7895,NEAR BAY
8238,-118.18,33.77,39,1645,547,1339,499,1.5536,NEAR OCEAN
14680,-117.1,32.83,16,4214,744,1820,699,4.3783,<1H OCEAN
20448,-118.89,34.28,30,917,157,678,171,5.8133,<1H OCEAN
15019,-117.02,32.78,33,3481,708,1726,719,3.3675,<1H OCEAN
63,-122.3,37.81,52,1224,237,521,159,1.191,NEAR BAY
18847,-122.38,41.43,45,2245,448,1155,421,1.6509,INLAND
9187,-118.61,34.38,2,5989,883,1787,613,6.6916,INLAND
6758,-118.12,34.11,48,2124,319,785,319,5.2131,<1H OCEAN
13525,-117.29,34.17,35,4174,847,2127,778,3.2232,INLAND
6258,-117.96,34.05,36,1475,270,1149,284,3.0904,<1H OCEAN
1496,-122.01,37.94,18,2077,298,937,292,6.3809,NEAR BAY
7292,-118.22,33.98,34,2225,753,2980,736,1.6685,<1H OCEAN
11887,-117.36,33.98,46,1680,453,1570,435,2.0436,INLAND
35,-122.27,37.83,49,1215,282,570,264,1.4861,NEAR BAY
16748,-122.46,37.7,37,3029,738,2436,700,3.3214,NEAR OCEAN
2432,-119.53,36.65,43,1676,320,1056,276,2.5562,INLAND
6723,-118.15,34.13,34,824,224,430,213,3.6389,<1H OCEAN
18103,-122.04,37.3,25,2366,417,1076,398,6.9238,<1H OCEAN
13679,-117.24,34.04,4,4289,682,1981,705,5.3366,INLAND
20175,-119.15,34.3,21,2475,502,1269,505,2.98,NEAR OCEAN
12944,-121.26,38.64,40,1098,175,415,160,4.8375,INLAND
1107,-121.62,39.79,11,3835,727,1456,658,2.5374,INLAND
4728,-118.36,34.05,48,1825,404,728,363,3.3824,<1H OCEAN
8913,-118.46,34.03,27,1965,631,1042,596,2.75,<1H OCEAN
14805,-117.17,32.68,16,5895,1424,873,522,7.3669,NEAR OCEAN
9691,-121.66,36.7,33,3252,630,2010,641,3.4222,<1H OCEAN
4871,-118.28,34.04,48,1521,513,1772,458,2.2232,<1H OCEAN
15538,-117.1,33.12,12,961,342,315,201,0.813,<1H OCEAN
7101,-117.99,33.9,30,1677,372,1021,332,3.5859,<1H OCEAN
6920,-118.05,34.02,31,40,8,25,7,2.125,<1H OCEAN
2298,-119.77,36.81,25,1565,271,661,275,3.4279,INLAND
19489,-120.99,37.66,39,1748,329,831,302,2.5938,INLAND
14005,-117.18,32.76,52,2023,301,649,285,4.7396,NEAR OCEAN
13886,-115.75,35.23,5,208,78,132,56,2.5333,INLAND
11409,-117.94,33.71,18,3695,602,1779,572,5.9449,<1H OCEAN
1430,-122.02,38,28,2965,533,1591,472,4.6375,NEAR BAY
10914,-117.87,33.74,31,2338,652,3289,631,2.6734,<1H OCEAN
5283,-118.46,34.06,20,5448,1532,2202,1442,4.2554,<1H OCEAN
567,-122.24,37.76,52,2567,436,1119,415,4.6094,NEAR BAY
9322,-122.54,37.97,39,4193,762,1833,737,5.6263,NEAR BAY
13137,-121.44,38.47,5,5666,1178,3139,1131,3.3608,INLAND
15792,-122.42,37.77,52,1176,493,1136,436,1.375,NEAR BAY
13514,-117.34,34.12,26,1008,164,568,196,3.3516,INLAND
1599,-122.12,37.88,35,2785,362,1001,363,8.0448,NEAR BAY
16119,-122.46,37.78,52,2165,580,1067,530,2.9293,NEAR BAY
10103,-117.97,33.92,24,2017,416,900,436,3,<1H OCEAN
13347,-117.64,34.04,21,1801,507,2556,484,2.4716,INLAND
439,-122.29,37.85,52,477,119,218,106,2.5682,NEAR BAY
6951,-118.07,33.99,41,1204,252,1002,248,3.0577,<1H OCEAN
16429,-121.32,38.13,5,3136,501,1327,467,5.5942,INLAND
16538,-121.22,37.8,13,335,89,247,77,1.6111,INLAND
899,-121.97,37.54,28,2312,496,1344,467,4.7135,<1H OCEAN
20161,-119.29,34.37,41,1408,311,793,264,2.5441,NEAR OCEAN
9870,-121.84,36.61,15,2190,586,1570,510,1.875,<1H OCEAN
4980,-118.3,34,40,1131,281,859,230,1.1806,<1H OCEAN
6425,-118,34.13,35,1005,224,742,221,3.5481,INLAND
3531,-118.54,34.27,28,2309,300,931,302,6.7415,<1H OCEAN
9440,-120.31,37.64,11,2403,497,890,344,3,INLAND
13023,-121.23,38.67,27,5266,971,2432,948,3.8954,INLAND
2953,-119.02,35.35,42,1239,251,776,272,1.983,INLAND
7577,-118.22,33.89,26,266,75,252,59,2.1211,<1H OCEAN
15357,-117.33,33.23,15,2919,592,1130,579,2.5872,NEAR OCEAN
14391,-117.24,32.74,45,1718,293,757,329,4.05,NEAR OCEAN
1616,-122.12,37.85,18,5252,686,1870,657,8.0074,NEAR BAY
11237,-117.96,33.81,35,1996,326,1409,330,4.7738,<1H OCEAN
19361,-123.1,38.79,20,3109,712,1643,638,2.8344,<1H OCEAN
9333,-122.64,38.01,36,1199,232,551,229,3.7321,NEAR OCEAN
17623,-121.94,37.26,21,3843,716,1850,705,4.6758,<1H OCEAN
17289,-119.63,34.42,42,1765,263,753,260,8.5608,<1H OCEAN
12522,-121.47,38.56,51,2083,559,874,524,2.0221,INLAND
17939,-121.94,37.34,41,2151,473,1092,469,3.7321,<1H OCEAN
18967,-122.03,38.25,35,1940,384,1177,403,3.1389,INLAND
18042,-121.96,37.22,35,4709,723,1866,694,8.492,<1H OCEAN
3268,-122.92,39.08,24,341,64,146,57,4,INLAND
7287,-118.22,33.98,30,1971,645,2650,605,2.0357,<1H OCEAN
9532,-120.68,37.47,33,1028,226,658,197,2.3043,INLAND
13134,-121.43,38.46,18,1378,235,818,262,4.0625,INLAND
4333,-118.32,34.08,52,1137,304,754,297,3.37,<1H OCEAN
12187,-117.31,33.67,9,981,169,596,156,3.1832,<1H OCEAN
17604,-121.89,37.3,47,2355,426,961,428,5.3955,<1H OCEAN
16528,-121.17,37.88,22,1283,256,3082,239,3.5365,INLAND
1059,-121.89,39.76,15,10265,1860,4591,1906,3.07,INLAND
14214,-117.06,32.68,41,2665,515,1664,512,2.375,NEAR OCEAN
14040,-117.14,32.75,20,1182,379,678,326,2.1937,NEAR OCEAN
1336,-121.88,37.99,16,3787,515,1606,507,5.5676,INLAND
16354,-121.31,38.03,24,3050,568,1743,549,3.7413,INLAND
